Arquivo|indicacao|indication|ATC_1|ATC_2|ATC_3|ATC_4
bula4498|LABIRINr dicloridrato de betaistina é indicado para - Tratamento da Síndrome de Ménire caracterizada pela tríade de sintomas  vertigem com náuseas e vômito  zumbido nos ouvidos  perda ou dificuldade de audição. - Tratamento sintomático da tontura de origem vestibular.|Dihydrochloride Labyrinthine of Betahistine is indicated for-Treatment of Ménire Syndrome characterized by the triad of vertigo symptoms with nausea and vomiting ringing in the ears hearing loss or difficulty. -Symptomatic Treatment of dizziness of vestibular origin.|N|N07|N07C|N07C0
bula427|Levelr é indicado na prevenção da gravidez e tratamento de distúrbios menstruais.|LEVELR is indicated in the prevention of pregnancy and treatment of menstrual disorders.|G|G03|G03A|G03A1
bula902|Atenopressr é indicado para Controle da hipertensão arterial. Controle da angina pectoris. Controle de arritmias cardíacas. Tratamento do infarto do miocárdio. Intervenção precoce e tardia após infarto do miocárdio.|ATENOPRESSR is indicated for arterial hypertension Control. Control of angina pectoris. Control of cardiac arrhythmias. Treatment of myocardial infarction. Early and late Intervention after myocardial infarction.|C|C07|C07A|C07A0
bula6275|PRURI-GRAN é indicado para alívio de prurido coceira causado por condições alérgicas da pele, tais como urticária, dermatite atópica e de contato, e do prurido decorrente de outras doenças sistêmicas.|PRURI-GRAN is indicated for relief of itching pruritus caused by allergic skin conditions such as urticaria, atopic dermatitis and contact, and pruritus resulting from other systemic diseases.|R|R06|R06A|R06A0
bula4246|Ebastelr ebastina é indicado para o tratamento e alívio dos sintomas da rinite alérgica intermitente e persistente, como secreção nasal, espirros, coceira e entupimento nasal, associados ou não à conjuntivite alérgica. No tratamento de urticária idiopática, Ebastelr ebastina alivia os sintomas de coceira e ardor.|EBASTELR Ebastin is indicated for the treatment and relief of symptoms of intermittent and persistent allergic rhinitis, such as nasal secretion, sneezing, itching and nasal clogging, associated or not with allergic conjunctivitis. In the treatment of idiopathic urticaria, EBASTELR ebastin relieves the symptoms of itching and burning.|R|R06|R06A|R06A0
bula7761|Fentanestr é indicado - para analgesia de curta duração durante o período anestésico pré-medicação, indução e manutenção ou quando necessário no período pós-operatório imediato sala de recuperação. - para uso como componente analgésico da anestesia geral e suplemento da anestesia regional. - para administração conjunta com neuroléptico na pré-medicação, na indução e como componente de manutenção em anestesia geral e regional. - para uso como agente anestésico único com oxigênio em determinados pacientes de alto risco, como os submetidos à cirurgia cardíaca ou certos procedimentos neurológicos e ortopédicos difíceis. - para administração intratecal ou epidural no controle da dor pós-operatória, operação cesariana ou outra cirurgia abdominal.|FENTANESTR is indicated for short-term analgesia during the pre-medication anesthetic period, induction and maintenance or when necessary in the immediate postoperative recovery room. -for use as an analgesic component of general anesthesia and supplement of regional anesthesia. -for joint administration with neurotic premedication, induction and maintenance component in general and regional anesthesia. -For use as a single anesthetic agent with oxygen in certain high-risk patients, such as those undergoing cardiac surgery or certain difficult neurological and orthopedic procedures. -For intrathecal or epidural administration in the control of postoperative pain, cesarean operation or other abdominal surgery.|N|N01|N01A|N01A2
bula1847|CARDIOXANEr é indicado na prevenção da cardiotoxicidade cumulativa crônica causada pelo uso de doxorrubicina ou de epirrubicina em pacientes adultos com câncer de mama em estágio avançado ou metastático que receberam uma dose cumulativa prévia de 300 mg/m2 de doxorrubicina ou uma dose cumulativa prévia de 540 mg/m2 de epirrubicina, quando a continuidade do tratamento com antraciclinas é requerida.|CARDIOXANEr is indicated in the prevention of Cardiotoxicity Chronic cumulative caused by the use of Doxorubicin Or Epirubicin In adult patients with advanced or metastatic breast cancer who received a previous cumulative dose of 300 mg/m2 of Doxorubicin or a previous cumulative dose of 540 mg/m2 of Epirubicin, when continuity of treatment with Anthracyclines is required.|V|V03|V03D|V03D0
bula5711|Este medicamento é destinado ao tratamento de - edemas devido a doenças cardíacas e doenças hepáticas ascite - edemas devido a doenças renais na síndrome nefrótica, a terapia da doença causal tem prioridade - insuficiência cardíaca aguda, especialmente no edema pulmonar administração conjunta com outras medidas terapêuticas - eliminação urinária reduzida devido à gestose após restauração do volume de líquidos ao normal - edemas cerebrais como medida de suporte - edemas devido a queimaduras - crises hipertensivas em adição a outras medidas anti-hipertensivas - indução de diurese forçada em envenenamentos.|This medicine is intended for the treatment of-edema due to heart disease and hepatic diseases ascites-edema due to renal diseases in nephrotic syndrome, the therapy of the causal disease has priority-acute heart failure, especially in the edema Pulmonary joint administration with other therapeutic measures-reduced urinary elimination due to gestosis after restoration of fluid volume to normal-brain edema as a support-edema measure due to burns-hypertensive crises in addition to other measures antihypertensive-induction of forced diuresis in Poisings.|C|C03|C03A|C03A2
bula4089|Cloridrato de fluoxetina é indicado para o tratamento da depressão, associada ou não a ansiedade, da bulimia nervosa, do transtorno obsessivo-compulsivo TOC e do transtorno disfórico pré-menstrual TDPM, incluindo tensão pré-menstrual TPM, irritabilidade e disforia. A eficácia de cloridrato de fluoxetina durante o uso no longo prazo mais de 13 semanas no tratamento do transtorno obsessivocompulsivo e mais de 16 semanas no tratamento da bulimia nervosa não foi sistematicamente avaliada em estudos controlados com placebo. Portanto, o médico deve reavaliar periodicamente o uso de cloridrato de fluoxetina em tratamentos no longo prazo.|Fluoxetine Hydrochloride is indicated for the treatment of depression, associated or not with anxiety, bulimia nervosa, OCD obsessive-compulsive disorder and premenstrual dysphoric disorder TDPM, including pre-menstrual tension PMS, irritability and Dysphoria. The efficacy of fluoxetine hydrochloride during long-term use more than 13 weeks in the treatment of obsessive-compulsive disorder and more than 16 weeks in the treatment of bulimia nervosa has not been systematically evaluated in placebo-controlled studies. Therefore, the physician should periodically re-evaluate the use of fluoxetine hydrochloride in long-term treatments.|N|N06|N06A|N06A4
bula4912|Sulfato de salbutamol xarope é um agonista beta2-adrenérgico seletivo indicado para o tratamento ou prevenção do broncoespasmo. Ele fornece ação broncodilatadora de curta duração na obstrução reversível das vias aéreas devido à asma, bronquite crônica e enfisema. Os broncodilatadores não devem ser o único nem o principal tratamento em pacientes com asma grave ou instável. Nos pacientes com asma grave que não respondem a Sulfato de salbutamol xarope, o tratamento com corticosteróides inalatórios é recomendado para alcançar e manter o controle. Não responder ao tratamento com Sulfato de salbutamol xarope pode sinalizar a necessidade de consultar um médico urgente ou tratamento. Sulfato de salbutamol xarope é indicado para o alívio do broncoespasmo na asma brônquica de qualquer tipo, bronquite crônica e enfisema. Sulfato de salbutamol xarope é a terapia oral adequada para as crianças, ou os adultos que preferem medicamentos líquidos.|Sulfate Salbutamol Syrup is a selective beta2-adrenergic agonist indicated for the treatment or prevention of bronchospasm. It provides action Bronchodilator of short duration in reversible airway obstruction due to asthma, chronic bronchitis and emphysema. The Bronchodilators Should not be the only or the main treatment in patients with severe or unstable asthma. In patients with severe asthma who do not respond to Salbutamol Syrup, treatment with Corticosteroids recommended to achieve and maintain control. Do not respond to treatment with Sulfate Salbutamol Syrup may signal the need to consult an urgent physician or treatment. Sulfate Salbutamol Syrup is indicated for the relief of the Bronchospasm in bronchial asthma of any type, chronic bronchitis and emphysema. Sulfate Salbutamol Syrup is the appropriate oral therapy for children, or adults who prefer liquid medications.|R|R03|R03A|R03A2
